1,2,3,4,5,6
146.70692543066593,523.9321410108555,1530.843808641633,1164.075933184681,2873.8756042166965,2482.702582512792
301.7469907105142,-22.571699352430137,1142.0413288582006,1227.2347615250774,2156.769663894142,1290.946284680778
431.78897943808056,-117.78648077859405,-48.158751659861245,891.1679375798388,384.86912916222565,553.4614423946779
529.4236667053362,660.4564135652603,-124.37425117607418,502.3430798279338,1098.190744245875,734.7107288757621
664.9579568826128,1494.1632379727025,668.3245462807831,369.81610897826937,584.0072003568604,785.2539983181518
686.4221359949697,1670.9509497067772,1198.368518590823,754.3925990152682,610.2424131272411,1539.6922487612792
665.5340134899918,900.6269891464951,1187.5903031591058,1276.7077105948922,1739.8723640218038,1679.4895527751466
621.8986305667974,-17.476466485226553,712.9512827181526,449.06712417990104,628.9806057494728,-447.10381824018634
457.5849475904133,-408.61200473494006,161.0258829466161,-375.8343595656996,20.906390990000645,1305.7357888396514
329.85377171884505,59.1623703748943,-83.63717596575727,37.63364919331898,361.4172438076603,-164.59839509914892
301.0874621800243,858.540708664993,235.72940985836135,668.7172465022064,580.2903026054298,559.7111131442581
386.53098304313664,1182.2021401300149,1147.1896506326696,965.5199272796131,1430.7680453922683,2377.5210532687697
568.0687268099203,827.9337294710665,1833.1163068412775,1384.0623090335528,3141.4512310907894,2461.804661229
759.0796871847366,226.83140516886644,1644.0114145964515,1582.3960697220796,2293.4062716933013,1700.4244083639485
938.6913340896934,230.8265224869433,658.3719371465688,1390.6657608116902,1113.8056782576573,1023.3038787196805
1012.1729499328724,868.7440914666155,84.09261637684504,739.9885598562608,1242.7377284673285,1056.1416103019194
969.6179799991662,1536.0099862410311,718.4198586606321,337.33097906961035,582.8892431819502,664.4755918781691
869.7458640090717,1722.8760768560142,1457.1512458009167,921.4193040542069,469.16646735345034,1765.0139963704019
699.6987830613634,1089.0019851347606,1405.130612858477,1422.3470446415147,2107.2676275080494,1821.5146184886128
562.074957211814,167.82567533853216,1005.3541156585878,990.4684136610423,1104.122945456392,-323.0364979364216
606.2474198554465,-57.53360943992896,504.1612795392079,-84.19922097938522,-145.46643878304656,1234.6024873459655
675.7276237127692,468.12495845376264,106.84362889507713,-164.3643205524528,284.6992566729949,-222.064718213074
743.737799595862,1258.2937470881025,412.99193778306363,973.3699521687005,811.4494024276114,1353.9857328376256
861.9883949211468,1540.391608239254,1414.0127729941594,1492.130804670833,2122.4123428041353,2725.440450398087
967.5544847527806,1101.1316708379884,2366.021632719793,1744.527865166132,3290.836095815682,2907.3677261429375
1060.2134376747913,555.526891006128,1981.9785269632737,2115.188976005154,3010.6903421057586,2526.108979465905
1104.671221102291,408.8716107072897,848.4091972725239,1630.3597206713964,1579.9825089481583,1571.506347913046
1100.2637818568533,888.8239663620412,538.53740072916,1050.8618282182804,1790.9045680986117,1162.1889588994761
1050.9076564546842,1726.72511216049,1183.6650090493379,998.3568949967745,889.0706739719562,636.0097587384445
1003.4420604831101,2032.9437503149345,1754.261079002233,1066.29083201083,237.0213074321381,1908.4373465442739
918.5466440954931,1530.1262270995055,1826.309967120902,1702.8511939748555,2458.556543865299,1992.6017810707121
922.9590097244605,783.6485718217625,1511.9585904785017,1708.238046426506,1535.0672058054492,462.79657194637633
980.7622918269803,457.07373425913363,933.7809490789774,475.08476128804483,457.7308606124986,1379.2818820225796
